trip_date,trip_hour,trips,avg_fare,avg_trip_distance
2023-01-11,7,3745,17.14158611481973,3.1194793057409957
2023-01-13,6,1716,22.399201631701597,4.796421911421909
2023-01-13,19,7366,16.816872115123523,2.95264186804235
2023-01-15,6,682,25.34275659824044,5.826583577712615
2023-01-15,20,4980,18.50131526104422,3.580491967871481
2023-01-16,0,2410,20.597609958506183,4.2747676348547685
2023-01-17,3,209,23.687320574162676,5.046889952153108
2023-01-18,8,5294,17.5552890064224,2.8944295428787283
2023-01-18,9,5226,18.25042862610033,2.9192594718714173
2023-01-19,8,5470,16.738535648994564,2.6416745886654476
2023-01-20,2,716,18.925237430167588,3.9475977653631267
2023-01-21,0,5444,16.315156135194712,3.9530620867009567
2023-01-21,1,4538,15.737758924636418,2.833182018510364
2023-01-21,18,7170,17.008414225941383,2.946131101813101
2023-01-22,15,5733,20.070704692133248,3.8189202860631526
2023-01-22,9,2611,17.967234775947883,3.589149751053241
2023-01-22,20,3712,19.73061961206901,4.0290840517241495
2023-01-23,22,3638,20.596652006597036,4.354345794392513
2023-01-23,3,194,21.71494845360824,4.538711340206183
2023-01-23,15,6083,18.298081538714424,3.190542495479208
2023-01-24,15,6744,18.04180604982208,3.073039739027295
2023-01-25,22,5331,17.82312886888013,3.4193247045582447
2023-01-26,12,5954,18.201894524689255,3.031970104131688
2023-01-27,5,617,27.64870340356563,17.80858995137763
2023-01-27,12,5691,18.399469337550553,3.24993322790371
2023-01-29,19,4066,19.573824397442163,3.946906050172164
2023-01-30,4,241,22.846182572614097,4.9717842323651436
2023-01-31,23,3041,20.320108516935186,4.255971719828995
2022-12-31,22,3,19.8,3.6199999999999997
2023-01-02,2,433,20.094942263279464,4.217875288683602
2023-01-02,9,2325,22.25902795698925,4.7124086021505445
2023-01-02,18,4348,20.21389144434227,3.969799908003677
2023-01-04,0,1558,31.3601155327343,7.474184852374833
2023-01-04,4,264,28.84530303030302,6.25965909090909
2023-01-04,22,3769,19.385189705492184,3.887269832846905
2023-01-05,3,318,23.541886792452843,5.292955974842766
2023-01-05,9,5087,16.90488696677803,2.82166896009436
2023-01-07,23,5603,17.55146171693736,3.978156344815286
2023-01-07,11,4923,15.332628478569957,2.7012573633963046
2023-01-08,6,758,32.57025065963061,7.441306068601576
2023-01-09,6,1730,21.161947976878615,4.37643352601156
2023-01-09,7,3480,19.892537356321814,3.70195977011494
2023-01-11,4,276,26.942463768115942,5.5206159420289795
2023-01-11,5,596,24.738171140939606,5.28703020134229
2023-01-11,8,5099,16.530606001176693,2.704547950578541
2023-01-11,20,6251,17.18859062549996,3.3172532394816785
2023-01-11,13,6011,17.376333388787216,2.9943420395940765
2023-01-12,19,6984,17.5051918671249,5.94707187857961
2023-01-13,13,6067,18.485040382396605,3.344989286302949
2023-01-15,4,1065,18.639427230046948,3.6826572769952977
2023-01-18,15,6696,18.271875746714496,3.105437574671429
2023-01-18,7,3845,18.170358907672284,4.146889466840051
2023-01-18,14,6476,19.48198116121065,3.4122313156269146
2023-01-18,22,5676,18.22083157152924,3.5774242424242493
2023-01-19,21,6848,16.822283878504617,3.064173481308409
2023-01-21,4,1008,18.82104166666665,3.6907837301587314
2023-01-21,9,3204,15.504382022471924,2.913941947565549
2023-01-22,2,3788,15.993648363252357,2.987777191129893
2023-01-22,22,2745,23.94515846994533,5.209956284152998
2023-01-22,21,3578,22.79697875908332,4.917833985466737
2023-01-23,4,243,26.210658436213986,5.7246502057613196
2023-01-24,10,5173,18.122545911463376,2.9238372317803933
2023-01-24,21,6298,16.221976818037415,3.0343998094633218
2023-01-24,11,5241,17.659395153596698,2.8366323220759386
2023-01-25,2,353,15.327252124645897,3.01345609065156
2023-01-25,14,6804,17.90329218106996,2.92346413874192
2023-01-27,16,6744,18.631927639383157,3.292382858837473
2023-01-28,5,458,27.200196506550206,5.917903930131001
2023-01-28,17,6813,17.8215499779833,2.956097167180395
2023-01-28,11,5147,15.225986011268683,2.7101942879347116
2023-01-30,6,1758,22.579180887371976,4.815449374288964
2023-01-30,23,2034,22.19107669616528,4.747669616519172
2023-01-30,14,5486,19.857765220561483,3.660072912869128
2023-01-31,2,327,20.212844036697252,4.41538226299694
2023-01-31,17,6948,17.429172423719073,2.8865083477259557
2023-01-31,10,4978,17.445263157894786,2.7616231418240242
2022-10-24,21,1,75.0,0.0
2023-01-02,21,3268,22.21479192166462,4.729721542227666
2023-01-03,19,5037,19.73809013301571,4.09489577129243
2023-01-05,7,3553,17.69473402758233,3.2823670137911622
2023-01-05,18,7668,16.86016692749088,2.9664580073030797
2023-01-06,8,4109,17.061250912630825,2.8995619372109993
2023-01-07,3,1685,16.772089020771485,3.1882314540059307
2023-01-07,0,4719,15.929468107649914,2.95938334392881
2023-01-07,10,4131,15.332444928588691,2.8989203582667598
2023-01-08,8,1703,20.624891368173802,4.324374633000584
2023-01-09,17,6499,18.363814432989667,3.3722941991075612
2023-01-10,0,1045,22.69299521531098,4.816650717703345
2023-01-10,4,226,23.266858407079642,5.004115044247785
2023-01-12,3,332,22.48484939759037,4.629759036144582
2023-01-12,17,7996,18.77062031015507,3.1596385692846343
2023-01-13,1,1589,22.063901825047203,4.735808684707369
2023-01-13,3,443,19.241670428893908,3.9104063205417625
2023-01-14,7,1390,24.13766906474817,5.272863309352529
2023-01-15,0,5378,16.599109334325025,3.0693882484194903
2023-01-15,14,5896,19.01030020352789,3.4811804613297146
2023-01-16,6,1006,26.545695825049716,5.9069980119284295
2023-01-16,14,5571,21.25069287381082,4.1464422904325895
2023-01-16,18,5486,17.732085308056874,3.3225738242799854
2023-01-17,16,6529,20.065498544953307,3.696688620003062
2023-01-19,14,7073,20.221856355153406,3.400405768415089
2023-01-19,22,5963,18.48637095421771,3.5644977360389163
2023-01-20,18,7572,16.365132065504476,2.7541349709455876
2023-01-20,22,6676,17.73049430796883,3.2835080886758643
2023-01-21,12,6209,15.841510710259339,2.795377677564827
2023-01-21,3,2092,15.939115678776297,3.0253585086042203
2023-01-21,10,4363,15.011201008480407,2.698606463442587
2023-01-22,16,6100,19.891044262295043,3.713101639344257
2023-01-23,1,601,33.349916805324455,7.927271214642264
2023-01-23,9,4768,17.348299077181206,2.9394337248322224
2023-01-24,3,185,17.086270270270262,3.9005945945945983
2023-01-24,17,7564,17.0775092543628,2.8317768376520527
2023-01-26,0,1889,23.372493382742213,5.0719534145050265
2023-01-26,8,5169,16.466738247243203,2.6717759721416168
2023-01-26,22,6664,17.754981992797173,3.36179771908763
2023-01-27,14,6794,19.49245657933466,3.517587577274064
2023-01-27,18,7818,15.984953952417575,2.6291660271169093
2023-01-28,12,5997,16.125841253960317,2.7828097382024306
2023-01-28,8,2051,16.515260848366655,3.2513749390541187
2023-01-28,10,4366,15.012283554741183,2.6884493815849786
2023-01-29,7,1044,23.641915708812277,5.195421455938692
2023-01-29,8,1640,19.78328048780488,5.37109756097561
2023-01-01,9,1650,21.488521212121203,4.515509090909089
2022-10-25,7,1,78.0,0.76
2023-01-01,22,2607,26.272240122746435,5.8735097813578845
2023-01-02,16,5137,21.802191940821587,4.284082149114264
2023-01-03,15,5760,20.682524305555578,5.454463541666675
2023-01-05,10,5021,17.81999999999995,3.0918900617406955
2023-01-05,12,5628,16.796990049751226,2.810831556503196
2023-01-07,2,2773,15.211669671835574,2.890732059141723
2023-01-08,13,5487,18.638691452524153,3.5327920539456894
2023-01-08,15,5539,20.965656255641797,4.100328579165901
2023-01-08,16,5815,20.576240756663854,4.035332760103173
2023-01-08,18,4821,18.87033395561086,3.6347583488902684
2023-01-09,16,5710,19.14148161120837,3.5674781085814153
2023-01-10,5,578,24.446660899653978,5.139740484429064
2023-01-10,21,5763,17.68700850251605,3.514737116085385
2023-01-11,19,7063,16.398707348152378,3.033218179243949
2023-01-11,23,3398,20.26545026486167,4.2094849911712755
2023-01-12,1,911,19.929747530186596,4.266048298572998
2023-01-12,4,345,26.212753623188387,5.850260869565222
2023-01-13,9,4560,18.157125000000025,3.2114802631578994
2023-01-13,14,6922,20.091970528748913,3.6348800924588267
2023-01-14,9,3336,17.236130095923247,3.401453836930456
2023-01-15,11,5076,16.729070133963774,3.166091410559498
2023-01-18,12,5744,18.19721970752089,2.9802158774373306
2023-01-19,15,7573,18.460367093622136,2.868000792288381
2023-01-19,6,1841,19.470369364475825,4.02977186311787
2023-01-19,7,3927,18.01102368220013,3.2690705373058226
2023-01-20,0,2578,20.37822730799068,4.324530643910007
2023-01-20,16,6732,18.94211081402258,3.318544266191339
2023-01-20,8,4348,17.512677092916288,3.045347286108564
2023-01-21,14,6460,17.67876315789473,3.189301857585128
2023-01-24,16,6957,17.787881270662645,3.031287911456084
2023-01-25,13,6932,17.04663444893251,2.73021350259665
2023-01-25,8,5183,16.912986687246732,2.690264325680103
2023-01-26,14,6849,18.79034749598485,3.210801576872535
2023-01-26,19,7738,16.772981390540185,2.92297492892222
2023-01-26,10,5310,17.842000000000038,2.9232994350282504
2023-01-29,0,5524,16.630952208544482,2.982894641564087
2023-01-29,12,5455,18.507158570119152,3.498163153070568
2023-01-31,3,155,21.040774193548398,4.784387096774196
2023-01-31,7,4218,15.865998103366511,25.23442152678993
2023-01-01,20,2901,22.110916925198193,4.407390554981041
2023-01-02,22,2763,24.567926167209556,5.566105682229457
2023-01-03,1,751,33.14774966711052,8.078002663115852
2023-01-03,2,392,29.09698979591838,6.489005102040816
2023-01-03,18,5908,17.507083615436652,3.3567180094786733
2023-01-04,1,670,26.778522388059702,6.019149253731345
2023-01-04,7,3398,19.836336080047033,3.864134785167747
2023-01-04,21,4390,19.16453530751701,3.9720501138952122
2023-01-04,23,2841,24.00086589229149,5.393875395987341
2023-01-05,17,7303,17.666579487881716,3.038938792277153
2023-01-06,7,3195,17.804197183098577,3.30064162754303
2023-01-08,5,490,31.113530612244922,7.14151020408163
2023-01-08,9,2569,17.959365511872296,3.740276372129239
2023-01-09,22,3240,20.54101851851849,4.306959876543201
2023-01-10,15,6642,17.87132339656732,3.0582219211080997
2023-01-10,23,2704,21.328897928994078,4.58562130177514
2023-01-11,9,5052,15.918915281076867,2.4767319873317537
2023-01-13,23,6096,18.777549212598394,3.5637516404199436
2023-01-14,1,4300,15.935858139534904,2.931551162790698
2023-01-14,8,2212,18.95532097649185,5.739642857142854
2023-01-14,14,6313,18.620844289561294,3.327722160620936
2023-01-15,15,6056,19.847944187582556,3.6862582562747734
2023-01-16,23,2345,26.029040511727064,5.972029850746279
2023-01-16,20,4049,19.19545566806618,3.9692072116572135
2023-01-17,9,5599,18.210616181460956,2.965270584032864
2023-01-18,0,1292,21.615773993808013,4.606989164086692
2023-01-18,17,7429,17.34043343653247,2.894015345268542
2023-01-19,2,512,16.982695312500006,3.2837109374999986
2023-01-19,19,7628,16.428071578395397,4.033358678552701
2023-01-19,11,5606,17.481626828398138,2.694826971102392
2023-01-21,23,7014,17.50428286284573,3.1902209865982267
2023-01-21,5,496,27.20721774193548,5.9689112903225805
2023-01-21,17,6828,17.552930579964837,3.041795547744575
2023-01-21,21,5649,17.673296158612168,3.2204319348557235
2023-01-23,11,4832,16.662032284768213,2.770246274834436
2023-01-24,1,503,23.90791252485091,4.832266401590455
2023-01-25,15,6592,17.178572512135922,2.683484526699038
2023-01-26,15,7035,18.75934328358211,4.5441748400852875
2023-01-26,9,5396,16.69164195700521,2.6781671608599007
2023-01-26,20,6971,17.356615980490613,3.2442734184478637
2023-01-27,15,6779,18.88145891724443,3.255158577961353
2023-01-29,22,3217,23.15843953994406,5.042511656823132
2023-01-30,8,4488,16.869895276292407,2.918326648841364
2023-01-30,9,4529,18.069317730183204,3.17678957827335
2023-01-31,15,6049,19.911534137874003,5.306272111092743
2023-01-01,3,3952,18.722401315789508,3.5020369433198377
2023-01-01,6,908,27.887929515418524,6.19148678414097
2023-01-02,3,379,26.443931398416886,5.767915567282323
2023-01-02,7,1176,26.96364795918366,7.1373809523809415
2023-01-04,9,4727,17.935513010365984,3.192123968690497
2023-01-04,20,4652,18.772231298366286,3.7778740326741245
2023-01-04,19,6744,18.139080664294248,3.5535068208778116
2023-01-05,6,1697,20.090271066588105,6.907542722451386
2023-01-06,1,1128,18.26951241134751,3.741914893617023
2023-01-07,6,814,27.661375921375928,6.317788697788703
2023-01-07,8,2065,19.382653753026627,4.098929782082325
2023-01-07,20,5662,18.137419639703285,3.4585817732250246
2023-01-08,0,5231,16.996367807302608,3.1981322882813994
2023-01-08,7,1145,27.41197379912664,6.072602620087338
2023-01-09,1,482,22.65479253112035,4.975767634854766
2023-01-10,12,5609,16.9749634515957,2.81686931716884
2023-01-11,2,328,19.567530487804884,3.9063109756097583
2023-01-11,14,6483,17.8676970538331,3.0682677772636007
2023-01-11,16,6840,18.575400584795364,3.336583333333322
2023-01-11,10,5205,16.332365033621535,2.5433275696445756
2023-01-11,18,8220,15.945818734793198,2.706783454987826
2023-01-12,16,6689,19.981018089400497,3.5320107639407894
2023-01-13,10,5058,17.327789640174007,3.0897568208778123
2023-01-13,12,5602,17.916579792931014,3.1821242413423763
2023-01-14,2,3188,15.261148055207006,2.8682496863237117
2023-01-14,17,7262,18.580725695400734,3.185897824290825
2023-01-15,1,4430,17.20459819413096,3.286347629796847
2023-01-16,19,4606,19.093280503690913,3.813245766391664
2023-01-17,17,7028,18.870860842344936,3.3736084234490544
2023-01-18,11,5172,17.99088553750968,2.84893271461717
2023-01-19,0,1811,19.36241855328546,3.986858089453333
2023-01-18,21,6503,16.873244656312554,3.28800092265109
2023-01-20,14,6550,20.012200000000004,3.556207633587789
2023-01-20,7,3380,17.850603550295894,3.343579881656809
2023-01-22,1,4924,15.502047116165757,3.210162469536961
2023-01-23,23,2087,23.23183517010061,4.940881648298999
2023-01-23,17,6514,18.318108688977617,43.150365366902044
2023-01-23,10,4884,17.334629402129373,2.9051003276003273
2023-01-23,14,5883,18.04705422403533,3.1789886112527452
2023-01-24,7,3844,16.320026014568132,2.9110744016649317
2023-01-25,18,8558,14.777277401262072,2.184996494508061
2023-01-26,2,465,21.139677419354836,4.411784946236563
2023-01-26,16,6925,19.578597833935003,3.3626382671480126
2023-01-27,2,946,15.319989429175475,2.885919661733616
2023-01-27,22,6769,17.446018614270997,3.128151868813711
2023-01-28,2,3517,15.249419960193363,2.7953795848734653
2023-01-28,13,6481,16.789415213701584,2.9135550069433687
2023-01-28,16,6914,18.056264101822375,3.0500014463407465
2023-01-31,6,1920,18.662609374999988,7.798328125000006
2023-01-31,18,7635,15.950052390307805,2.6502003929273092
2023-01-31,14,5871,19.923776188042968,3.1166922159768404
2023-01-01,23,2035,26.812614250614228,6.095425061425071
2023-01-01,11,3354,20.46921884317234,4.049576624925464
2023-01-01,12,3828,21.228197492163,4.13494252873564
2022-10-25,3,1,115.0,0.02
2023-01-01,13,3998,21.608396698349196,4.206505752876444
2023-01-02,11,3671,19.633800054481068,3.9615962952873853
2023-01-03,0,1322,29.72886535552199,7.2287972768532525
2023-01-03,5,656,26.94271341463416,5.980777439024389
2023-01-03,11,5422,17.657438214680905,2.9883013648100296
2023-01-03,22,2878,22.081841556636512,4.708387769284238
2023-01-04,17,6968,17.98576349024115,3.0677898966705035
2023-01-04,8,4387,17.05291999088215,2.885812628219734
2023-01-06,0,2187,20.452569730224027,4.322277091906729
2023-01-06,5,642,26.453099688473525,12.511199376947038
2023-01-08,23,2091,28.983443328550916,6.76219512195122
2023-01-09,0,1267,28.485011838989717,6.581333859510663
2023-01-11,6,1764,19.04931972789117,3.9061281179138305
2023-01-11,11,5372,16.276450111690284,2.5793894266567348
2023-01-12,15,6858,20.103861184018623,4.996294838145244
2023-01-13,21,5908,18.516352403520695,3.4876201760324945
2023-01-16,16,5899,20.008331920664528,3.9139871164604183
2023-01-16,21,3859,22.057898419279635,4.7876081886499104
2023-01-18,13,5936,18.722825134770925,3.162948113207562
2023-01-20,20,5988,16.475240480961936,2.9171743486974004
2023-01-20,10,4811,17.38089586364581,2.96969652878819
2023-01-24,4,246,26.173292682926835,5.710772357723576
2023-01-24,18,7956,16.03122297637004,2.612971342383103
2023-01-25,1,659,17.75455235204855,3.371138088012141
2023-01-25,9,5277,16.853534205040784,3.8194561303770964
2023-01-26,18,8643,16.83766863357625,2.700717343514987
2023-01-28,6,808,25.386076732673274,5.687512376237619
2023-01-28,7,1234,22.031612641815244,4.680299837925451
2023-01-29,17,5248,20.84465891768296,4.008740472560986
2023-01-29,11,4670,15.752199143468943,2.894119914346895
2023-01-30,2,277,17.755848375451254,3.563104693140795
2023-01-01,1,5752,18.62469575799721,3.251020514603621
2022-10-24,17,1,120.0,0.0
2023-01-02,12,4292,18.691794035414723,3.6002539608574127
2023-01-02,19,3915,21.350250319284843,4.44443167305236
2023-01-03,23,2307,26.66895535327267,6.184399653229318
2023-01-03,10,5332,17.816292198049563,3.1443135783945904
2023-01-03,13,5302,19.542474537910234,3.602470765748788
2008-12-31,23,2,35.0,8.88
2023-01-04,3,242,23.786611570247935,5.3087603305785125
2023-01-04,6,1602,19.1766604244694,3.9918851435705416
2023-01-05,0,1736,25.880869815668213,5.852857142857141
2023-01-05,11,5234,18.04065915170046,3.044789835689728
2023-01-05,15,6694,19.215288317896697,4.8394681804600985
2023-01-06,23,5426,18.10415775893844,3.5633966089200158
2023-01-06,6,1472,22.038756793478253,4.610305706521739
2023-01-06,11,4978,17.446695460024113,3.0470048212133407
2023-01-06,16,6318,18.887902817347314,3.32530389363723
2023-01-07,9,3165,16.049118483412297,3.1038672985781908
2023-01-07,19,6702,17.500195464040573,3.0662891674127253
2023-01-08,1,4307,15.158839099140975,2.7762874390527084
2023-01-09,2,295,19.256372881355936,3.803322033898306
2023-01-09,9,4550,17.919635164835086,3.0931626373626346
2023-01-10,7,3745,17.08656875834444,3.0586275033377803
2023-01-10,8,4855,16.301892893923775,2.666263645726062
2023-01-12,23,4027,19.26191457660785,3.9315718897442147
2023-01-12,20,7002,17.14253641816622,3.2259325906883722
2023-01-14,0,5228,17.39772762050493,3.332664498852336
2023-01-14,16,7249,18.846206373292883,3.2828569457856336
2023-01-14,5,448,28.725111607142843,6.403348214285706
2023-01-14,18,7251,18.071059164253256,2.991812163839478
2023-01-16,4,430,25.02086046511627,5.194255813953495
2023-01-16,11,4592,17.405135017421664,3.27734102787457
2023-01-17,0,1208,25.970049668874186,6.019950331125828
2023-01-17,18,7302,16.34945631333884,2.8057860860038395
2023-01-18,1,579,19.03260794473229,3.955526770293608
2023-01-18,20,6497,16.9353393874096,3.191976296752359
2023-01-19,23,4089,20.067593543653654,4.12111763267302
2023-01-22,0,5755,16.489954821894,2.965523892267596
2023-01-22,7,1139,24.438762071992972,5.416900790166813
2023-01-24,0,1303,27.207060629316935,6.305410590943973
2023-01-24,5,577,24.9184575389948,5.501750433275558
2023-01-24,8,5029,16.10460330085499,3.4454603300855022
2023-01-24,22,5232,17.910219801223263,3.4752293577981543
2023-01-25,21,6508,17.318948985863493,3.2474999999999925
2023-01-26,4,307,26.297328990228014,5.736547231270358
2023-01-26,7,3924,17.963458205912318,3.3066743119265958
2023-01-27,11,5243,17.62908640091551,2.985693305359523
2023-01-28,15,6610,17.568564296520506,2.9146172465960705
2023-01-28,18,6887,16.579535356468746,2.9636866560185746
2023-01-28,9,3264,15.903023897058837,2.996372549019596
2023-01-29,23,1820,25.098373626373657,5.5815164835164754
2023-01-30,3,199,22.33522613065327,4.791859296482412
2023-01-30,16,5386,19.066646862235466,3.3760787226141913
2023-01-30,7,3390,18.730893805309687,4.661572271386425
2023-01-30,20,4561,18.044700723525537,3.5917233062924696
2023-01-30,22,3162,20.139829222011414,4.287201138519924
2023-01-30,13,5113,18.708881283004075,3.4761216506943087
2023-01-01,14,4252,23.67952963311384,4.666796801505171
2023-01-01,16,4253,24.206197977897997,5.2688525746531765
2022-10-25,9,1,19.5,6.48
2023-01-02,17,5075,21.252457142857182,4.111927093596054
2023-01-03,12,5145,17.342602526724935,2.981716229348888
2023-01-03,9,4545,18.343122112211297,3.433144114411445
2023-01-04,5,610,25.052377049180357,5.603229508196726
2023-01-06,4,321,24.826791277258575,17.861962616822428
2023-01-06,9,4526,17.053303137428212,2.9605435262925273
2023-01-06,13,5592,17.688664163090145,3.1428916309012984
2023-01-06,20,5519,17.528892915383164,3.254290632360941
2023-01-06,21,5744,17.563946727019513,3.350821727019498
2023-01-07,1,3900,15.152635897435898,2.853761538461537
2023-01-07,5,497,29.502796780684104,6.4708048289738445
2023-01-07,22,6339,18.224306672976788,3.9077283483199063
2023-01-07,13,6102,16.81195509668962,2.952268108816785
2023-01-08,19,4252,21.02570319849488,4.331563969896515
2023-01-09,21,4024,18.865114314115264,3.887934890656061
2023-01-09,19,5478,17.262829499817443,3.3910478276743383
2023-01-11,17,7697,17.96139794725217,3.1567441860465038
2023-01-14,13,6516,18.271302946592996,3.117266728054025
2023-01-15,12,5657,17.070917447410316,3.1415644334452932
2023-01-16,9,3281,17.7869094788174,3.3690704053642166
2023-01-17,2,256,19.85351562500001,4.104882812500003
2023-01-17,6,1906,20.782733473242377,4.375325288562435
2023-01-17,7,4044,18.599132047477784,6.6099159248269
2023-01-18,2,324,17.473549382716033,3.349320987654321
2023-01-18,16,6610,18.77614372163389,3.293878971255667
2023-01-18,6,1814,20.666990077177523,4.281025358324141
2023-01-18,18,8033,16.10154985684054,2.690821610855207
2023-01-19,13,6176,18.476387629533647,3.0582885362694183
